model,n_stocks,avg_return_pct,avg_max_dd_pct,avg_sharpe,long_trades,long_wins,long_winrate,short_trades,short_wins,short_winrate,total_trades,total_wins,total_winrate
transformer,10,-0.76,18.1,0.15,4453,1853,41.6,4223,2009,47.6,8676,3862,44.5
