model,n_stocks,avg_return_pct,avg_max_dd_pct,avg_sharpe,long_trades,long_wins,long_winrate,short_trades,short_wins,short_winrate,total_trades,total_wins,total_winrate
multi_scale,10,5.12,15.23,0.2,3733,1559,41.8,3142,1442,45.9,6875,3001,43.7
