stock,feature,feature_cn,horizon_min,F_statistic,p_value,significant_005,significant_001
HK.00388,bb_position,布林带位置,5,728.2495,0.0,True,True
HK.00388,bb_position,布林带位置,15,26.9674,0.0,True,True
HK.00388,bb_position,布林带位置,30,44.81,0.0,True,True
HK.00388,macd_dif,MACD DIF,5,654.861,0.0,True,True
HK.00388,macd_dif,MACD DIF,15,34.7417,0.0,True,True
HK.00388,macd_dif,MACD DIF,30,9.233,0.0,True,True
HK.00388,macd_dea,MACD DEA,5,742.9045,0.0,True,True
HK.00388,macd_dea,MACD DEA,15,36.7496,0.0,True,True
HK.00388,macd_dea,MACD DEA,30,10.2077,0.0,True,True
HK.00388,macd,MACD柱,5,634.2697,0.0,True,True
HK.00388,macd,MACD柱,15,30.9078,0.0,True,True
HK.00388,macd,MACD柱,30,7.0509,1e-06,True,True
