model,n_stocks,avg_return_pct,avg_max_dd_pct,avg_sharpe,long_trades,long_wins,long_winrate,short_trades,short_wins,short_winrate,total_trades,total_wins,total_winrate
pv_transformer,10,10.31,16.14,1.01,4578,1919,41.9,4517,2139,47.4,9095,4058,44.6
