model,n_stocks,avg_return_pct,avg_max_dd_pct,avg_sharpe,long_trades,long_wins,long_winrate,short_trades,short_wins,short_winrate,total_trades,total_wins,total_winrate
gru,10,28.15,10.78,2.26,7846,3457,44.1,7523,3720,49.4,15369,7177,46.7
