model,n_stocks,avg_return_pct,avg_max_dd_pct,avg_sharpe,long_trades,long_wins,long_winrate,short_trades,short_wins,short_winrate,total_trades,total_wins,total_winrate
logistic_regression,10,-0.46,16.41,0.01,16769,6546,39.0,17253,7030,40.7,34022,13576,39.9
