model,n_stocks,avg_return_pct,avg_max_dd_pct,avg_sharpe,long_trades,long_wins,long_winrate,short_trades,short_wins,short_winrate,total_trades,total_wins,total_winrate
random_forest,10,7.24,13.75,0.23,5626,2102,37.4,7493,3183,42.5,13119,5285,40.3
