model,n_stocks,avg_return_pct,avg_max_dd_pct,avg_sharpe,long_trades,long_wins,long_winrate,short_trades,short_wins,short_winrate,total_trades,total_wins,total_winrate
xgboost,10,8.11,16.69,0.65,15207,6017,39.6,15973,6696,41.9,31180,12713,40.8
